"","Object.Number","Is.Highlight","Is.Public.Domain","Object.ID","Department","Object.Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist.Role","Artist.Prefix","Artist.Display.Name","Artist.Display.Bio","Artist.Suffix","Artist.Alpha.Sort","Artist.Nationality","Artist.Begin.Date","Artist.End.Date","Object.Date","Object.Begin.Date","Object.End.Date","Medium","Dimensions","Credit.Line","Geography.Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights.and.Reproduction","Link.Resource","Metadata.Date","Repository"
"137917","57.122.427","False","False",228352,"European Sculpture and Decorative Arts","Sampler","Sampler","Italian","","","","","","","","","","","","","","19th century",1800,1899,"Silk and linen on linen","H. 8 1/4 x W. 11 inches
21 x 27.9 cm","From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/228352","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"314169","20.120.32","False","True",447147,"Islamic Art","Bowl","Bowl","","","","","","","","","","","","","","","13th century",1200,1299,"Stonepaste; underglaze painted","H. 4 in. (10.2 cm)
Diam. 8 1/4 in. (21 cm)
Wt. 13.1 oz. (371.4 g)","The Grinnell Collection, Bequest of William Milne Grinnell, 1920","Made in","Kashan","","","Iran","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/447147","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"264333","66.521.23","False","True",391486,"Drawings and Prints","Print","Beggar Leaning on a Stick (reverse copy)","","","","","","Artist|Artist","After","F. Bradshaw|Rembrandt (Rembrandt van Rijn)","British, active mid-19th century|Dutch, Leiden 1606–1669 Amsterdam","","Bradshaw, F.|Rembrandt (Rembrandt van Rijn)","British|Dutch","1800      |1606      ","1900      |1669      ","1851",1851,1851,"Etching","Sheet: 3 3/8 x 2 1/2 in. (8.6 x 6.4 cm)","Bequest of Harry G. Friedman, 1965","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/391486","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"245066","27.78.1.274","False","False",371464,"Drawings and Prints","Print","Guardian Angel","","","","","","Artist","Etched by","Simone Cantarini","Italian, Pesaro 1612–1648 Verona","","Cantarini, Simone","Italian","1612      ","1648      ","ca. 1640",1635,1645,"Etching","","Harris Brisbane Dick Fund, 1927","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/371464","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"281773","22.106.36(7-7)","False","False",409300,"Drawings and Prints","Print","La Sculpture monumentale, from Les Artistes Aciens et Modernes, volume 7, plate 150","","","","","Les Artistes Anciens et Modernes","Artist|Printer","","Paul Gavarni [Chevalier]|Bertauts","French, Paris 1804–1866 Paris","","Gavarni, Paul|Bertauts","French|French","1804      |1830      ","1866      |1860      ","1848–62",1848,1862,"Lithograph; second state of two (Armelhault & Bocher)","Sheet: 17 1/4 x 11 1/4 in. (43.8 x 28.5 cm)
Image: 8 7/16 x 6 1/2 in. (21.5 x 16.5 cm)","Gift of Samuel P. Avery, 1899, transferred from the Library, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/409300","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"177768","D.1994.262.1213","False","False",279563,"Photographs","Polaroid","[Roadside Junkstore, South Wellington, Connecticut]","","","","","","Artist","","Walker Evans","American, St. Louis, Missouri 1903–1975 New Haven, Connecticut","","Evans, Walker","American","1903      ","1975      ","June 24, 1974",1974,1974,"Instant color print","7.9 x 7.9 cm (3 1/8 x 3 1/8 in.)","Walker Evans Archive, 1994","","","","","","","","","","","","Photographs","© Walker Evans Archive, The Metropolitan Museum of Art","http://www.metmuseum.org/art/collection/search/279563","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"424306","2016.189","False","False",702090,"Photographs","Photograph","Monsoon Rains, Monghyr, Bihar","","","","","","Artist","","Raghubir Singh","Indian, 1942–1999","","Singh, Raghubir","","1942      ","1999      ","1967",1967,1967,"Chromogenic print","Image: 9 1/2 × 14 1/4 in. (24.2 × 36.2 cm)","Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel, Cynthia Hazen Polsky and several members of the Chairman's Council Gifts, 2016","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/702090","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"265179","66.551.26","False","True",392358,"Drawings and Prints","Drawing","Ornament Design for Wall Panel","","","","","","Artist","","Anonymous, French, 19th century","","","Anonymous, French, 19th century","French","1800      ","1900      ","19th century",1800,1899,"Watercolor on wove paper","sheet: 8 9/16 x 5 1/2 in. (21.8 x 14 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/392358","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"45355","26.292.33","False","True",52660,"Asian Art","Bowl","金 鈞窯紫紅釉盞|Small bowl","China","Jin dynasty (1115–1234)","","","","","","","","","","","","","",1115,1234,"Stoneware with purple-blue glaze (Jun ware)","H. 1 5/8 in. (4.1 cm); Diam. 3 5/8 in. (9.2 cm)","Gift of Mrs. Samuel T. Peters, 1926","","","","","","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/52660","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"31404","JP633","False","True",37084,"Asian Art","Print","江戸名所　高輪月の景|Takanawa Tsuki no Kei","Japan","Edo period (1615–1868)","","","","Artist","","Utagawa Hiroshige","Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)","","Utagawa, Hiroshige","Japanese","1797      ","1858      ","7th month tiger year 1854",1854,1854,"Polychrome woodblock print; ink and color on paper","9 3/5 x 14 3/8 in. (24.4 x 36.5 cm)","Purchase, Joseph Pulitzer Bequest, 1918","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37084","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"313826","15.95.134","False","False",446797,"Islamic Art","Pendant","Pendant","","","","","","","","","","","","","","","17th–19th century",1600,1899,"Gold, ruby, emerald (?)","H. 3 3/8 in. (8.5 cm)
W. 2 5/8 in. (6.7 cm)
D. 1/2 in. (1.3 cm)
Wt. 2.2 oz. (62.4 g)","John Stewart Kennedy Fund, 1915","Made in","","","","Northern India","","","","","","","Jewelry","","http://www.metmuseum.org/art/collection/search/446797","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"216366","26.72.137","False","False",341961,"Drawings and Prints","Print","Portrait of Simon Vouet","","","","","","Artist|Sitter","portrait of","Ottavio Leoni (Il Padovano)|Simon Vouet","Italian, Rome 1578–1630 Rome|French, Paris 1590–1649 Paris","","Leoni, Ottavio|Vouet, Simon","Italian|French","1578      |1590      ","1630      |1649      ","1625",1625,1625,"Engraving and Etching","Sheet: 5 9/16 × 4 3/8 in. (14.2 × 11.1 cm)","Harris Brisbane Dick Fund, 1926","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/341961","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"210667","80.3.493","False","True",336218,"Drawings and Prints","Drawing","St. Francis Receiving the Stigmata","","","","","","Artist","","Antonio de Pereda","Spanish, Valladolid 1611–1678 Madrid","","Pereda, Antonio de","Spanish","1611      ","1678      ","1611–78",1611,1678,"Pen and brown ink, brush and gray wash, over black and red chalk on beige paper.  Lined.  Ground line and left border line in black chalk","9-9/16 x 6-15/16 in.  (24.3 x 17.7 cm)","Gift of Cornelius Vanderbilt, 1880","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/336218","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"105138","10.31","False","True",191292,"European Sculpture and Decorative Arts","Statuette group","Pygmalion and Galatea","French","","","","","Artist","","Auguste Rodin","French, Paris 1840–1917 Meudon","","Rodin, Auguste","French","1840      ","1917      ","modeled 1889, executed ca. 1908–9",1889,1914,"Marble","Overall: 38 1/4 × 35 × 30 in. (97.2 × 88.9 × 76.2 cm)","Gift of Thomas F. Ryan, in memory of William M. Laffan, 1910","","","","","","","","","","","","Sculpture","","http://www.metmuseum.org/art/collection/search/191292","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"162989","1983.1160.12","False","False",263706,"Photographs","Photograph","[Fashion Study of Woman Leaning Against Table with Flowers]","","","","","","Artist","","George Platt Lynes","American, East Orange, New Jersey 1907–1955 New York","","Lynes, George Platt","American","1907      ","1955      ","1930s–50s",1930,1959,"Gelatin silver print","32.6 x 26.2 cm. (12  13/16  x 10  5/16  in.)","Gift of Mr. and Mrs. Russell Lynes, 1983","","","","","","","","","","","","Photographs","© Estate of George Platt Lynes","http://www.metmuseum.org/art/collection/search/263706","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"420904","2004.545.173","False","False",694872,"Photographs","Carte-de-visite","Mr. Green","","","","","","Artist","","Josiah Johnson Hawes","American, Wayland, Massachusetts 1808–1901 Crawford Notch, New Hampshire","","Hawes, Josiah Johnson","","1808      ","1901      ","ca. 1868",1863,1873,"Albumen silver print from glass negative","4 1/8 × 2 1/2 in. (10.4 × 6.4 cm)","Gift of Robert and Jessica Solomon, 2004","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/694872","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"335551","1971.270.66","False","False",480950,"Modern and Contemporary Art","Textile sample","Textile sample","","","","","","","","","","","","","","","mid-20th century",1940,1960,"Batik","35 3/4 × 15 1/2 in. (90.8 × 39.4 cm)","Gift of Everfast Industries, Inc., 1971","","","","","","","","","","","","Textiles-Printed","","http://www.metmuseum.org/art/collection/search/480950","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"399180","Burdick 225, N392-3.74","False","False",651416,"Drawings and Prints","Photograph","Lou Peasley, from the Actresses series, Type 3 (N392-3) issued by the National Cigarette & Tobacco Co. to promote Admiral Cigarettes","","","","","","Publisher","Issued by","National Cigarette & Tobacco Co.","","","National Cigarette & Tobacco Co.","","","","ca. 1888",1883,1890,"Albumen photograph","Sheet: 2 5/8 × 1 7/16 in. (6.6 × 3.6 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Photographs|Ephemera","","http://www.metmuseum.org/art/collection/search/651416","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"55088","CP224","False","False",63564,"Asian Art","Print","","China","Qing dynasty (1644–1911), Qianlong period (1736–95)","","","","","","","","","","","","","",1736,1795,"Polychrome woodblock print; ink and color on paper","Image: 9 15/16 x 10 15/16in. (25.2 x 27.8cm)","Rogers Fund, 1924","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/63564","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"315737","32.150.164","False","True",448726,"Islamic Art","Ewer","Ewer","","","","","","","","","","","","","","","8th century",700,799,"Earthenware","","Rogers Fund, 1932","Found/excavated","Ctesiphon","","","Iraq","","","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/448726","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"98392","2009.300.7234a, b","False","False",174362,"Costume Institute","Dress","Dress","American","","","","","Designer|Manufacturer","Attributed to|Attributed to","Norman Norell|Traina-Norell","American, Noblesville, Indiana 1900–1972 New York|American, founded 1941","","Norell, Norman|Traina-Norell","American|American","1900      |1941      ","1972      |1960      ","1958",1958,1958,"Silk","","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Lauren Bacall, 1962","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/174362","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"406046","63.350.223.342.250","False","False",660706,"Drawings and Prints","Print","Emma Juch, from the Actors and Actresses series (N342), Type 2, issued by Thomas H. Hall Tobacco to promote Between the Acts and Bravo Cigarettes.","","","","","","Publisher|Lithographer","Issued by|Lithograph by","Thomas H. Hall Tobacco|Heppenheimer & Mauer","New York, NY","","Thomas H. Hall Tobacco|Heppenheimer & Mauer","","1800      ","1900      ","1880–92",1880,1892,"Commercial color lithograph","Sheet: 3 1/16 × 1 9/16 in. (7.7 × 4 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/660706","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"335158","08.21.578","False","False",480377,"Modern and Contemporary Art","Textile sample","Textile sample","","","","","","Designer","","Unknown Designer","","","Unknown Designer","","","","ca. 1900",1900,1900,"Silk","6 7/8 × 9 1/2 in. (17.5 × 24.1 cm)","Rogers Fund, 1908","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/480377","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"258153","67.827.297","False","True",385045,"Drawings and Prints","Drawing","Design for the decoration of a ceiling cove and moulding","","","","","","Artist|Artist","","Jules-Edmond-Charles Lachaise|Eugène-Pierre Gourdet","French, died 1897|French, born Paris, 1820","","Lachaise, Jules-Edmond-Charles|Gourdet, Eugène-Pierre","French|French","1897      |1820      ","1897      |1820      ","1830–97",1830,1897,"watercolor, gouache, and gold paint over graphite on wove paper; mounted on wove paper","Overall: 8 1/4 x 10 13/16 in. (21 x 27.5 cm)
image: 3 15/16 x 7 15/16 in. (10 x 20.1 cm)","Dodge Fund, 1967","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/385045","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"354161","36.3.189a, b","False","True",545125,"Egyptian Art","Basket, hemisphere, conical lid","Circular Basket with Conical Lid","","New Kingdom","Dynasty 18","Joint reign of Hatshepsut and Thutmose III","","","","","","","","","","","ca. 1479–1458 B.C.",-1473,-1458,"Halfa grass, dyed grass, linen cord","H. 17 cm (6 11/16 in); diam. 28 cm (11 in)
H. of basket only 12.8 cm (5 1/16 in)
D. of lid 16 cm (6 5/16 in)","Rogers Fund, 1936","From","","","","Egypt","Upper Egypt, Thebes","Sheikh Abd el-Qurna","below the Tomb of Senenmut (TT 71)","burial 2","MMA excavations, 1935–36","","","","http://www.metmuseum.org/art/collection/search/545125","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"270446","2012.136.105","False","True",397747,"Drawings and Prints","Print","Three Muses seated below a flying putto who grasps a lyre with both hands, a cruciform composition, from a series of eight compositions after Francesco Primaticcio's designs for the ceiling of the Gallery of Ulysses (destroyed 1738-39) at Fontainebleau","","","","","Eight compositions after Francesco Primaticcio's designs for the ceiling of the Gallery of Ulysses (destroyed 1738-39) at Fontainebleau","Artist|Artist","After","Giorgio Ghisi|Francesco Primaticcio","Italian, Mantua ca. 1520–1582 Mantua|Italian, Bologna 1504/5–1570 Paris","","Ghisi, Giorgio|Primaticcio, Francesco","Italian|Italian","1515      |1504      ","1582      |1570      ","ca. 1560–69",1560,1569,"Engraving","sheet: 11 1/2 x 6 5/8 in. (29.2 x 16.9 cm)","Bequest of Phyllis Massar, 2011","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/397747","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"98312","2009.300.7154a, b","False","False",174282,"Costume Institute","Bathing suit","Bathing suit","American","","","","","","","","","","","","","","ca. 1935",1933,1937,"Wool","","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mr. and Mrs. Maxime L. Hermanos, 1961","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/174282","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"260772","53.601.336(33)","False","True",387687,"Drawings and Prints","Print","Christ on the Cross, from The Passion of Christ","","","","","","Artist|Artist","After","Hendrick Goltzius|Ludovicus Siceram","Netherlandish, Mühlbracht 1558–1617 Haarlem|Flemish, active Antwerp, ca. 1623","","Goltzius, Hendrick|Siceram, Ludovicus","Netherlandish","1558      |1618      ","1617      |1628      ","ca. 1623",1618,1628,"Engraving","sheet: 7 3/4 x 5 1/16 in. (19.7 x 12.8 cm)","Harris Brisbane Dick Fund, 1953","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/387687","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"24938","36.25.2819a–e","False","False",30147,"Arms and Armor","Blowpipe with sheath and case of arrows","Blowpipe with Sheath and Case (Tolor) of Arrows (Langa)","Bornean","","","","","","","","","","","","","","18th–19th century",1701,1900,"Wood, brass, wire, bamboo","L. with sheath 72 7/8 in. (185.1 cm); L. without sheath 70 in. (177.8 cm); L. of head 17 in. (43.1 cm); W. 1 in. (2.5 cm); Wt. 1 lb. 10.7 oz. (756.9 g); Wt. of sheath 3.7 oz. (104.9 g); arrow (c); L. 10 3/8 in. (26.4 cm)","Bequest of George C. Stone, 1935","","","Borneo","","","","","","","","","Archery Equipment","","http://www.metmuseum.org/art/collection/search/30147","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"146901","74.51.5617","False","False",244496,"Greek and Roman Art","Bowl","Shallow bronze bowl with swinging handles","Phrygian","Archaic","","","","","","","","","","","","","7th–6th century B.C.",-699,-500,"Bronze","H. 1 7/8 in. (4.7 cm)
diameter  11 in. (28 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","","","","","","","Bronzes","","http://www.metmuseum.org/art/collection/search/244496","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"210978","56.235.18","False","True",336530,"Drawings and Prints","Drawing","Standing Male Figure","","","","","","Artist","","Anonymous, Spanish, School of Seville, 17th century","","","Anonymous, Spanish, School of Seville, 17th century","Spanish","1600      ","1700      ","17th century",1600,1700,"Pen and dark brown ink.  Figure's left foot is reinforced with pen and black ink.  On ivory paper","7-1/16 x 4-1/2 in.  (18.0 x 11.5 cm)","Gift of Mr. and Mrs. William B. Jaffe, 1956","","","","","","","","","","","","Drawings","","http://www.metmuseum.org/art/collection/search/336530","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"30395","47.18.147","False","False",36065,"Asian Art","Album leaf","元/明 佚名 竹榻小憩圖 冊頁|Man Sleeping on a Bamboo Couch","China","Yuan (1271–1368)–Ming (1368–1644) dynasty","","","","Artist","","Unidentified Artist","","Chinese, late 14th–early 15th century","Unidentified Artist","","","","",1300,1435,"Album leaf; ink and color on silk","Image: 10 1/4 x 11 1/2 in. (26 x 29.2 cm)","From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36065","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"400637","60.620.160","False","False",653324,"Drawings and Prints","Print Ornament & Architecture","Bout de Table ou Saliere double","","","","","","Artist and engraver","","Claude Domin. Vinsac","French, Toulouse 1749–about 1800 Paris","","Vinsac, Claude Domin.","French","1749      ","1800      ","late 18th century",1750,1800,"Crayon manner engraving","Sheet: 9 3/16 × 14 1/2 in. (23.4 × 36.9 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960","","","","","","","","","","","","Prints|Ornament & Architecture","","http://www.metmuseum.org/art/collection/search/653324","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"72373","2002.561.10","False","False",87926,"Costume Institute","Sweater","Sweater","Italian","","","","","Designer","","Romeo Gigli","Italian, born 1949","","Gigli Romeo","Italian","1949      ","2049      ","ca. 1991",1986,1996,"silk","","Gift of Holly Brubach, 2002","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/87926","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"351980","30.87.2","False","True",505106,"Musical Instruments","Dril bu","Dril bu","Javanese","","","","","","","","","","","","","","11th century",1000,1099,"Cast bronze","Height: 7 in. (17.8 cm)
Diameter: 3 1/4 in. (8.3 cm)
Weight: 24 oz. (680.5 g)","Rogers Fund, 1930","","","East Java","","Indonesia","","","","","","","Idiophone-Struck-bell-clapper","","http://www.metmuseum.org/art/collection/search/505106","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"362541","10.130.401","False","True",554186,"Egyptian Art","Seal","Seal","","New Kingdom","Dynasty 18","","","","","","","","","","","","ca. 1550–1295 B.C.",-1550,-1295,"Steatite","","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/554186","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"141494","66.64.4","False","True",237991,"European Sculpture and Decorative Arts","Commode","Commode (one of a pair) (part of a set)","British","","","","","","","","","","","","","","ca. 1772",1767,1777,"Marquetry of various woods, bronze and gilt-bronze mounts","32 11/16 × 37 7/8 × 18 5/16 in. (83 × 96.2 × 46.5 cm)","From the Marion E. and Leonard A. Cohn Collection, Bequest of Marion E. Cohn, 1966","","","","","","","","","","","","Woodwork-Furniture","","http://www.metmuseum.org/art/collection/search/237991","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"21378","36.120.327","False","False",26138,"Arms and Armor","Knife handle (Kozuka)","Knife Handle (Kozuka)","Japanese","","","","","","","","","","","","","","19th century",1801,1900,"Gold, silver, copper-gold alloy (shakudō), iron, copper","L. 3 13/16 in. (9.7 cm); W. 9/16 in. (1.4 cm); thickness 1/4 in. (0.6 cm); Wt. 1.1 oz. (31.2 g)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Sword Furniture-Kozuka","","http://www.metmuseum.org/art/collection/search/26138","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"236434","1991.1236.5","False","True",362342,"Drawings and Prints","Print","Overland Monthly: December","","","","","","Artist","","Lafayette Maynard Dixon","American, 1875–1946","","Dixon, Lafayette Maynard","American","1875      ","1946      ","1895",1895,1895,"Commercial relief press","Sheet: 14 in. × 12 1/8 in. (35.6 × 30.8 cm)","Purchase, Leonard A. Lauder Gift, 1991","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/362342","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"124431","06.622","False","True",212842,"European Sculpture and Decorative Arts","Strip","Strip","Flemish","","","","","","","","","","","","","","18th century",1700,1799,"Bobbin lace","L. 26 x W. 3 inches (66.0 x 7.6 cm)","Rogers Fund, 1906","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/212842","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"421187","28.99.309","False","True",695211,"Arms and Armor","Fragment","Fragment","European or Middle Eastern","","","","","","","","","","","","","","ca. 1150–ca. 1250",1125,1275,"Glass, ceramic","greatest H. 3 1/4 in. (8.3 cm); smallest H. 3/4 in. (1.9 cm)","Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean, 1928","","","","","","","","","","","","Glass-Vessels","","http://www.metmuseum.org/art/collection/search/695211","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"286734","Burdick 315, E145.75","False","False",414275,"Drawings and Prints","Baseball card","Huggins, St. Louis, National League, from the Ball Players series (E145) for Cracker Jack","","","","","","Publisher","","Rueckheim Bros. & Eckstein","American, Chicago and Brooklyn","","Rueckheim Bros. & Eckstein","American","","","1914–15",1914,1915,"Commercial lithograph","Sheet: 3 1/16 x 2 5/16 in. (7.7 x 5.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/414275","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"76730","1977.279.4","False","False",97068,"Costume Institute","Evening coat","Evening coat","American","","","","","Designer","","Norman Norell","American, Noblesville, Indiana 1900–1972 New York","","Norell, Norman","American","1900      ","1972      ","1967",1967,1967,"silk, fur","","Gift of Mrs. Max M. Fisher, 1977","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/97068","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"285978","63.350.246.206.345","False","False",413519,"Drawings and Prints","Baseball card","Wiltse, New York, National League, from the White Border series (T206) for the American Tobacco Company","","","","","","Publisher","Issued by","American Tobacco Company","","","American Tobacco Company","","","","1909–11",1909,1911,"Commercial lithograph","Sheet: 2 5/8 x 1 7/16 in. (6.7 x 3.7 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/413519","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"24715","36.120.282","False","True",29918,"Arms and Armor","Knife handle (Kozuka)","Knife Handle (Kozuka)","Japanese","","","","","","","","","","","","","","1743–1801",1743,1801,"Copper-gold alloy (shakudō), gold, silver, copper-silver alloy (shibuichi)","L. 3 13/16 in. (9.7 cm); W. 9/16 in. (1.4 cm); thickness 1/4 in. (0.6 cm); Wt. 1.1 oz. (31.2 g)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Sword Furniture-Kozuka","","http://www.metmuseum.org/art/collection/search/29918","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"308164","22.60.46","False","True",436339,"European Paintings","Painting","Portrait of a Member of the de Thou Family","","","","","","Artist","","French Painter","dated 1540","","French Painter","French","","","",1540,1540,"Oil on wood","6 1/8 x 5 3/8 in. (15.6 x 13.7 cm)","The Bequest of Michael Dreicer, 1921","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/436339","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"373085","21.9.493","False","True",567618,"Egyptian Art","Joint, knee? shoulder?","Joint, possibly a knee or shoulder","","New Kingdom, Amarna Period","Dynasty 18","reign of Akhenaten","","","","","","","","","","","ca. 1353–1336 B.C.",-1353,-1336,"Diorite","21.9.494: 6 x 4.3 cm
H. 9.1 x W. 8.9 x D. 3.3 cm","Gift of Edward S. Harkness, 1921","From","","","","Egypt","Middle Egypt","Amarna (Akhetaten)","","","Petrie/Carter excavations, 1891–92","","","","http://www.metmuseum.org/art/collection/search/567618","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"83516","C.I.44.6","False","False",113381,"Costume Institute","Hat","Hat","American","","","","","","","","","","","","","","1900s",1900,1909,"wool, silk, feathers","","Gift of Mrs. Mina Curtis, 1944","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/113381","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
